organism_taxonomy_id,organism_taxonomy_name,organism_title,biosample_accession,biosample_url,is_bioproject,bioproject_label,bioproject_label_id,bioproject_url,attr_strain,attr_geo_loc_name,attr_isol_growth_condt,attr_lat_lon,attr_num_replicons,attr_ref_biomaterial,attr_isolation_source,attr_isolate,attr_metagenomic,attr_sample_type,attr_metagenome_source,attr_derived_from,id_sra,attr_external_id,attr_submitter_id,attr_assembly_quality,attr_completeness_estimated,attr_contamination_estimated,attr_environment_biome,attr_environment_feature,attr_environment_material,attr_geographic_location_country_and_or_sea,attr_geographic_location_latitude,attr_geographic_location_longitude,attr_investigation_type,attr_metagenomic_source,attr_project_name,attr_sample_derived_from,attr_sample_name,attr_scientific_name,attr_taxa_id,attr_broad_scale_environmental_context,attr_depth,attr_elevation,attr_environmental_medium,attr_local_environmental_context,attr_broker_name,attr_altitude,attr_biomaterial_provider,attr_temperature,attr_env_broad_scale,attr_source_material_id,attr_elev,attr_env_local_scale,attr_env_medium,attr_sra_for_reads,attr_host,attr_mag,attr_bin_id,attr_type_material,attr_samp_collect_device,attr_samp_mat_process,attr_size_frac,attr_rel_to_oxygen,attr_run_accession,attr_bio_project_for_reads,attr_sra_run_accession,attr_sra_experiment_accession,attr_bio_sample_for_sra_reads,attr_e_lmsg_genome_id,attr_e_lmsg_link,attr_isolate_name_alias,attr_tax_id,attr_culture_collection,attr_other_cc,attr_history,attr_link,attr_medium1,attr_medium1_url,attr_repository,attr_source_area,attr_temperature_from,attr_type_status,attr_validity,attr_temperature_to,attr_medium2,attr_medium2_url,attr_samp_store_temp,attr_sra_bio_samples,attr_replicate,attr_description_gtdb_taxonomy,attr_salinity_ppt,attr_do_mgper_l,attr_orp_m_v,attr_ph,attr_temperature_cel,attr_turbidity_ntu,attr_suspended_solids_mgper_l,attr_chl_a_ugper_l,attr_attributes,attr_biotic_relationship,attr_estimated_size,attr_locus_tag_prefix,doi_label,doi_url,attr_lineage,id_geo,ncbi_label,ncbi_url,attr_source_name,attr_treatment,attr_nitrate,attr_org_particles,attr_oxy_stat_samp,attr_samp_salinity,attr_samp_store_dur,attr_wastewater_type,attr_geographic_location_depth,attr_water_environmental_package,attr_reactor,attr_limitation,attr_assembly_method_and_version,attr_quality_assessment_method_and_version,attr_genome_coverage,attr_mapping_method_and_version,attr_note,attr_conductivity,attr_sra,attr_ammonium,attr_dissolved_carbon_dioxide,attr_dissolved_organic_carbon,attr_gtdb_taxonomy_kingdom,attr_gtdb_taxonomy_phylum,attr_gtdb_taxonomy_class,attr_gtdb_taxonomy_order,attr_gtdb_taxonomy_family,attr_gtdb_taxonomy_genus,attr_gtdb_taxonomy_species,attr_metagenomic_otu,attr_methane,attr_nitrogen,attr_organic_carbon,attr_oxygen,attr_phosphate,attr_region,attr_site_name,attr_sulfate,attr_chloride,attr_ferric_iron,attr_ferrous_iron,attr_fluoride,attr_iron,attr_nitrite,attr_total_phosphorus,attr_swedish_lake_code,attr_total_dissolved_nitrogen,attr_aluminimum,attr_calcium,attr_silicon,attr_copper,attr_magnesium,attr_manganese,attr_chlorophyll,attr_nitrile_nitrite,attr_ice_thickness,attr_annotation_method,attr_biosamplemodel,attr_geographic_location_country_and_or_atlantic_ocean,attr_geographic_location_region_and_locality,attr_mapping_method,attr_quality_assessment_method,attr_refinement_method,attr_geographic_location_elevation,attr_soil_environmental_package,attr_update,attr_biome,attr_feature,attr_material,attr_gold_stamp_id,attr_gram_staining,attr_type_strain,attr_isolation_site,attr_assembly,attr_exp_condition_tag,attr_host_tissue_sampled,attr_env_feature,attr_env_biome,attr_env_material,attr_host_subject_id,attr_samp_size,attr_genotype,attr_tissue,attr_condition,attr_culture_type,attr_temperature_optimum,attr_diseases,attr_temperature_range,attr_trophic_level,attr_sample_number,attr_carbon_source,attr_nitrogen_source,attr_copper_concentration,attr_alkalinity_carbonate_bicarbonate,attr_salinity,attr_bin_number,attr_depth_m,attr_unique_genome_name,attr_name,attr_value,attr_lake_code,attr_analysis_project_type,attr_number_of_contigs,attr_16_s_recovered,attr_16_s_recovery_software,attr_decontamination_software,attr_bin_parameters,attr_reassembly_post_binning,attr_total_assembly_size,attr_contig_l50,attr_relative_coverage_anaerobic_srr10097246,attr_relative_coverage_anoxic_srr10375098,attr_relative_coverage_infiltration_srr10097247,attr_relative_coverage_low_p_h_srr10097245,attr_relative_coverage_oxic_srr10375099,attr_relative_coverage_reference_srr10375097,attr_funding_program,attr_greengenes_id,attr_motility,attr_isolation_comments,attr_gene_calling_method,attr_sporulation,attr_country,attr_cell_shape,attr_description,attr_growth_conditions,attr_dna_treatment,attr_pacbio_sequencing_chemistry,attr_development_stage,attr_agent,attr_id,attr_subsource_note,attr_potential_metabolism,attr_assembly_method,attr_assembly_method_version,attr_mapping_method_version,attr_quality_assessment_method_version,attr_subsrc_note,attr_culture,attr_mutation,attr_finishing_strategy,attr_geographic_location,attr_sample_comment
702114,Methylomonas koyamae,ERS6344542,SAMEA110379389,https://www.ncbi.nlm.nih.gov/biosample/SAMEA110379389,,,,,,,,,,,Freshwater lake,,,,,,ERS12477585,SAMEA110379389,GH-07nov19-321,Many fragments with little to no review of assembly other than reporting of standard assembly statistics,80.6,4.3,,,,Austria,47.350545,8.677677,metagenome-assembled genome,freshwater metagenome,PRJEB35640,ERS6344542,GH-07nov19-321,,multi-marker approach,freshwater lake,,,fresh water,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360316,Crenothrix polyspora,ERS6344551,SAMEA110379945,https://www.ncbi.nlm.nih.gov/biosample/SAMEA110379945,,,,,,,,,,,Freshwater lake,,,,,,ERS12478141,SAMEA110379945,MiH-14oct19-235,"Multiple fragments where gaps span repetitive regions. Presence of the 23S, 16S, and 5S rRNA genes and at least 18 tRNAs",90.49,2.1,,,,Czech Republic,50.654974,13.948885,metagenome-assembled genome,freshwater metagenome,PRJEB35640,ERS6344551,MiH-14oct19-235,,multi-marker approach,freshwater lake,,,fresh water,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760988,Methylomagnum ishizawai,ERS4065069,SAMEA110379588,https://www.ncbi.nlm.nih.gov/biosample/SAMEA110379588,,,,,,,,,,,Freshwater lake,,,,,,ERS12477784,SAMEA110379588,MaH-09apr19-11,"Multiple fragments where gaps span repetitive regions. Presence of the 23S, 16S, and 5S rRNA genes and at least 18 tRNAs",95.26,0.35,,,,Italy,45.966667,8.65,metagenome-assembled genome,freshwater metagenome,PRJEB35640,ERS4065069,MaH-09apr19-11,,multi-marker approach,freshwater lake,,,fresh water,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360316,Crenothrix polyspora,ERS6344547,SAMEA110379567,https://www.ncbi.nlm.nih.gov/biosample/SAMEA110379567,,,,,,,,,,,Freshwater lake,,,,,,ERS12477763,SAMEA110379567,MaH-04nov19-247,Many fragments with little to no review of assembly other than reporting of standard assembly statistics,71.15,2.64,,,,Italy,45.966667,8.65,metagenome-assembled genome,freshwater metagenome,PRJEB35640,ERS6344547,MaH-04nov19-247,,multi-marker approach,freshwater lake,,,fresh water,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360316,Crenothrix polyspora,ERS4065068,SAMEA110379540,https://www.ncbi.nlm.nih.gov/biosample/SAMEA110379540,,,,,,,,,,,Freshwater lake,,,,,,ERS12477736,SAMEA110379540,MaE-09apr19-256,Many fragments with little to no review of assembly other than reporting of standard assembly statistics,71.4,1.32,,,,Italy,45.966667,8.65,metagenome-assembled genome,freshwater metagenome,PRJEB35640,ERS4065068,MaE-09apr19-256,,multi-marker approach,freshwater lake,,,fresh water,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497749,Candidatus Methylobacter oryzae,ERS4065071,SAMEA110379448,https://www.ncbi.nlm.nih.gov/biosample/SAMEA110379448,,,,,,,,,,,Freshwater lake,,,,,,ERS12477644,SAMEA110379448,LH-02apr19-193,"Multiple fragments where gaps span repetitive regions. Presence of the 23S, 16S, and 5S rRNA genes and at least 18 tRNAs",95.81,2.26,,,,Italy,46.009123,9.021579,metagenome-assembled genome,freshwater metagenome,PRJEB35640,ERS4065071,LH-02apr19-193,,multi-marker approach,freshwater lake,,,fresh water,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760988,Methylomagnum ishizawai,ERS4065071,SAMEA110379438,https://www.ncbi.nlm.nih.gov/biosample/SAMEA110379438,,,,,,,,,,,Freshwater lake,,,,,,ERS12477634,SAMEA110379438,LH-02apr19-131,"Multiple fragments where gaps span repetitive regions. Presence of the 23S, 16S, and 5S rRNA genes and at least 18 tRNAs",92.56,1.14,,,,Italy,46.009123,9.021579,metagenome-assembled genome,freshwater metagenome,PRJEB35640,ERS4065071,LH-02apr19-131,,multi-marker approach,freshwater lake,,,fresh water,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760988,Methylomagnum ishizawai,ERS6344542,SAMEA110379371,https://www.ncbi.nlm.nih.gov/biosample/SAMEA110379371,,,,,,,,,,,Freshwater lake,,,,,,ERS12477567,SAMEA110379371,GE-07nov19-273,Many fragments with little to no review of assembly other than reporting of standard assembly statistics,88.57,1.61,,,,Austria,47.350545,8.677677,metagenome-assembled genome,freshwater metagenome,PRJEB35640,ERS6344542,GE-07nov19-273,,multi-marker approach,freshwater lake,,,fresh water,lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952227,Methylomonas sp. WSC-7,Microbe sample from Methylomonas sp. WSC-7,SAMN28978088,https://www.ncbi.nlm.nih.gov/biosample/SAMN28978088,True,PRJNA847547,847547,https://www.ncbi.nlm.nih.gov/bioproject/847547,WSC-7,USA: Oklahoma,,,,,,,,Culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952226,Methylomonas sp. WSC-6,Microbe sample from Methylomonas sp. WSC-6,SAMN28978087,https://www.ncbi.nlm.nih.gov/biosample/SAMN28978087,True,PRJNA847547,847547,https://www.ncbi.nlm.nih.gov/bioproject/847547,WSC-6,USA: Oklahoma,,,,,,,,Culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952225,Methylomonas sp. SURF-2,Microbe sample from Methylomonas sp. SURF-2,SAMN28978086,https://www.ncbi.nlm.nih.gov/biosample/SAMN28978086,True,PRJNA847547,847547,https://www.ncbi.nlm.nih.gov/bioproject/847547,SURF-2,USA: South Dakota,,,,,,,,Culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2952224,Methylomonas sp. SURF-1,Microbe sample from Methylomonas sp. SURF-1,SAMN28978085,https://www.ncbi.nlm.nih.gov/biosample/SAMN28978085,True,PRJNA847547,847547,https://www.ncbi.nlm.nih.gov/bioproject/847547,SURF-1,USA: South Dakota,,,,,,,,Culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933926,Methylococcaceae bacterium,metagenomic assembly,SAMN19858767,https://www.ncbi.nlm.nih.gov/biosample/SAMN19858767,True,PRJNA636190,636190,https://www.ncbi.nlm.nih.gov/bioproject/636190,,USA: Lake Erie,,42.1166 N 81.2500 W,,,freshwater lake,MC6_S4_M_MetaBAT2_015,1,metagenomic assembly,freshwater metagenome,This BioSample is a metagenomic assembly obtained form the freshwater metagenome BioSample: SAMN15216608,,,,,,,,,,,,,,,,,,,,,18.8 m,,,,,,,,lake,,,offshore,water column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916980,Methylovulum sp.,MIMAG Metagenome-assembled Genome sample from Methylovulum sp.,SAMN19090508,https://www.ncbi.nlm.nih.gov/biosample/SAMN19090508,True,PRJNA720291,720291,https://www.ncbi.nlm.nih.gov/bioproject/720291,,Philippines:Manleluag spring,,15.70 N 120.28 E,,,hot spring water,,1,metagenomic assembly,hot springs metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hot spring,,,serpentinized hot spring,hot spring water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Methylomonas sp.,MIMAG Metagenome-assembled Genome sample from Methylomonas sp.,SAMN26756415,https://www.ncbi.nlm.nih.gov/biosample/SAMN26756415,True,PRJNA817211,817211,https://www.ncbi.nlm.nih.gov/bioproject/817211,,USA,,40.3000 N 88.1500 W,,,active sludge of municipal wastewater-treating anaerobic digesters,RA_AD_metabat.27_sub,1,metagenomic assembly,anaerobic digester metagenome,"This BioSample is a metagenomic assembly obtained from the publicly available reads deposited in SRA accessions: SRR5007146,SRR4244739,SRR5007150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,anaerobic digester microbiome,,,anaerobic digester| wastewater treatment plant,Wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This BioSample is a metagenomic assembly obtained from the anaerobic digester metagenome BioSample: SAMN05720215,SAMN05720216,SAMN05720283.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Methylomonas sp.,MIMAG Metagenome-assembled Genome sample from Methylomonas sp.,SAMN26756323,https://www.ncbi.nlm.nih.gov/biosample/SAMN26756323,True,PRJNA817211,817211,https://www.ncbi.nlm.nih.gov/bioproject/817211,,USA,,40.3000 N 88.1500 W,,,active sludge of municipal wastewater-treating anaerobic digesters,RA_AD_maxbin.215_sub,1,metagenomic assembly,anaerobic digester metagenome,"This BioSample is a metagenomic assembly obtained from the publicly available reads deposited in SRA accessions: SRR5007146,SRR4244739,SRR5007150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,anaerobic digester microbiome,,,anaerobic digester| wastewater treatment plant,Wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This BioSample is a metagenomic assembly obtained from the anaerobic digester metagenome BioSample: SAMN05720215,SAMN05720216,SAMN05720283.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Methylomonas sp.,MIMAG Metagenome-assembled Genome sample from Methylomonas sp.,SAMN26756293,https://www.ncbi.nlm.nih.gov/biosample/SAMN26756293,True,PRJNA817211,817211,https://www.ncbi.nlm.nih.gov/bioproject/817211,,USA,,40.3000 N 88.1500 W,,,active sludge of municipal wastewater-treating anaerobic digesters,RA_AD_maxbin.164_sub,1,metagenomic assembly,anaerobic digester metagenome,"This BioSample is a metagenomic assembly obtained from the publicly available reads deposited in SRA accessions: SRR5007146,SRR4244739,SRR5007150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,anaerobic digester microbiome,,,anaerobic digester| wastewater treatment plant,Wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This BioSample is a metagenomic assembly obtained from the anaerobic digester metagenome BioSample: SAMN05720215,SAMN05720216,SAMN05720283.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Methylococcus capsulatus,Microbe sample from Methylococcus capsulatus,SAMN28099229,https://www.ncbi.nlm.nih.gov/biosample/SAMN28099229,True,PRJNA835301,835301,https://www.ncbi.nlm.nih.gov/bioproject/835301,MIR,Russia:Irkutsk,,,,,activated sludge,,,whole organism,,,SRS12903660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051955,Methylobacter sp.,MIMAG Metagenome-assembled Genome sample from Methylobacter sp.,SAMN28014429,https://www.ncbi.nlm.nih.gov/biosample/SAMN28014429,True,PRJNA833668,833668,https://www.ncbi.nlm.nih.gov/bioproject/833668,,Russia: Taman Peninsula,,45.202 N 36.783 E,,,anaerobic methane-oxidizing enrichment culture from terrestrial mud volcano,B4-02,1,metagenomic assembly,volcano metagenome,SAMN28093205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mud volcano,,,terrestrial mud volcano Karabetova Gora,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Methylomonas sp.,MIMAG Metagenome-assembled Genome sample from Methylomonas sp.,SAMN27728142,https://www.ncbi.nlm.nih.gov/biosample/SAMN27728142,True,PRJNA830509,830509,https://www.ncbi.nlm.nih.gov/bioproject/830509,,"China:Jiangsu,Nanjing",,32.05 N 118.80 E,,,wastewater,,,,,,SRS12738585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biological replicate 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Methylomonas sp.,MIMAG Metagenome-assembled Genome sample from Methylomonas sp.,SAMN27728138,https://www.ncbi.nlm.nih.gov/biosample/SAMN27728138,True,PRJNA830509,830509,https://www.ncbi.nlm.nih.gov/bioproject/830509,,"China:Jiangsu,Nanjing",,32.05 N 118.80 E,,,wastewater,,,,,,SRS12738581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biological replicate 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303549,Methylomicrobium sp.,Methylomicrobium sp. Lecom 002,SAMN27566780,https://www.ncbi.nlm.nih.gov/biosample/SAMN27566780,True,PRJNA826479,826479,https://www.ncbi.nlm.nih.gov/bioproject/826479,,"Brazil:Sao Paulo, Santos Basin",,24.93243 S 44.47365 W,,,marine sediment culture,LECOM 002,1,metagenomic assembly,marine sediment metagenome,,,,,,,,,,,,,,,,,,,,,,592 m,,,,,,,,[ENVO_00000447],,592,[ENVO_00000208],NMS medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303549,Methylomicrobium sp.,Methylomicrobium sp. Lecom 001,SAMN27566779,https://www.ncbi.nlm.nih.gov/biosample/SAMN27566779,True,PRJNA826479,826479,https://www.ncbi.nlm.nih.gov/bioproject/826479,,"Brazil:Sao Paulo, Santos Basin",,24.92078 S 44.59025 W,,,marine sediment culture,LECOM 001,1,metagenomic assembly,marine sediment metagenome,,,,,,,,,,,,,,,,,,,,,,578 m,,,,,,,,[ENVO_00000447],,578,[ENVO_00000208],NMS medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Methylomonas sp.,MIMAG Metagenome-assembled Genome sample from Methylomonas sp.,SAMN27177016,https://www.ncbi.nlm.nih.gov/biosample/SAMN27177016,True,PRJNA730330,730330,https://www.ncbi.nlm.nih.gov/bioproject/730330,,China:Esturies of South China,,21.60041098 N 109.145442 E,,,estuarine open water surface layer,XMJ.11,1,metagenomic assembly,estuary metagenome,"SAMN19228622,SAMN19228623,SAMN19228624",,,,,,,,,,,,,,,,,,,,,0.5 m,,,,,,,,estuarine biome [ENVO:01000020],,,estuarine open water surface layer [ENVO:01001315],estuarine water [ENVO:01000301],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__,7.19,7.56,231.66666666666666,7.77,14.166666666666666,14.299999999999999,4.666666666666668,12.975777777777779,XMJ.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
